person1	369	0	1436	1079	
person1	354	2	1457	1073	
person1	358	0	1453	1079	
person1	370	0	1431	1079	
person1	367	2	1443	1070	
person1	365	0	1442	1079	
person1	360	1	1451	1075	
person1	359	0	1454	1079	
person1	356	0	1463	1079	
person1	354	0	1466	1079	
person1	361	0	1455	1078	
person1	428	10	1417	1069	
person1	455	0	1383	1079	
person1	454	22	1390	1057	
person1	373	11	1423	1068	
person1	329	9	1490	1070	
person1	317	37	1517	1016	
person1	331	37	1503	1000	
person1	325	0	1299	1079	
person1	317	0	1076	1079	
person1	248	0	951	1079	
person1	177	0	941	1079	
person1	144	33	887	1046	
person2	1006	804	356	265	
person1	142	128	775	951	
person2	991	798	378	279	
person1	143	142	792	937	
person2	987	795	387	281	
person1	187	158	758	921	
person1	242	179	696	900	
person2	985	799	390	274	
person1	281	248	709	831	
person1	357	237	677	842	
person2	1010	801	360	267	
person1	384	280	673	789	
person1	418	290	638	778	
person2	1027	816	337	252	
person1	446	305	616	753	
person1	448	301	622	761	
person1	440	305	623	749	
person2	1031	811	331	254	
person1	433	309	608	735	
person1	425	307	618	742	
person1	424	310	622	737	
person1	422	308	624	742	
person1	425	305	624	747	
person2	1031	810	331	260	
person1	432	308	617	741	
person1	431	308	619	743	
person1	436	309	614	740	
person1	434	308	615	740	
person1	432	310	625	738	
person1	430	311	625	735	
person1	431	312	628	733	
person1	432	316	629	726	
person1	430	311	630	734	
person1	424	313	634	730	
person1	422	313	635	729	
person1	426	314	640	729	
person1	426	315	643	729	
person1	418	317	648	726	
person1	386	310	675	738	
person1	360	300	647	747	
person1	305	292	655	766	
person1	262	285	666	780	
person1	243	300	634	753	
person1	188	292	673	770	
person1	181	297	667	762	
person1	161	275	649	804	
person1	152	284	634	794	
person1	148	295	622	772	
person1	142	295	623	769	
person1	137	297	627	765	
person1	136	301	621	758	
person1	138	302	612	757	
person1	143	303	606	756	
person1	134	304	617	753	
person1	132	300	620	761	
person1	123	311	626	741	
person1	119	307	635	745	
person1	122	304	632	751	
person1	120	306	633	745	
person1	119	295	634	766	
person1	128	311	631	737	
person1	137	301	625	754	
person1	144	300	618	756	
person1	137	300	627	761	
person1	130	299	635	764	
person1	106	292	662	774	
person1	86	278	685	799	
person1	35	258	767	821	
person1	20	248	793	831	
person1	17	215	797	864	
person1	24	170	786	909	
person1	26	124	770	955	
person1	0	106	718	973	
person1	0	94	694	985	
person1	0	0	660	1079	
person1	3	0	650	1079	
person1	0	0	653	1079	
person1	0	0	656	1079	
person1	0	0	675	1079	
person1	0	0	675	1079	
person2	1002	792	343	279	
person1	0	3	690	1076	
person1	796	255	380	527	
person2	0	0	679	1079	
person1	8	1	656	1078	
person2	788	175	399	557	
person1	22	3	628	1076	
person2	762	209	418	508	
person1	767	206	398	534	
person1	794	268	389	503	
person1	758	187	386	519	
person2	37	21	578	1028	
person1	0	10	497	1011	
person1	5	0	533	1052	
person2	675	97	410	533	
person1	727	110	465	495	
person1	734	160	455	520	
person2	34	0	587	970	
person1	734	178	452	513	
person2	48	0	549	965	
person1	0	0	566	973	
person2	731	186	441	492	
person1	53	0	531	961	
person2	732	181	446	493	
person1	0	13	534	1007	
person2	658	222	446	496	
person1	0	4	504	1010	
person2	660	232	433	480	
person1	0	0	551	975	
person2	709	197	440	487	
person1	713	208	427	484	
person2	0	0	551	984	
person1	716	281	439	471	
person2	0	8	543	1017	
person1	0	9	559	1043	
person2	764	267	378	362	
person1	742	271	445	493	
person1	0	8	510	1051	
person2	723	274	412	506	
person1	734	265	420	498	
person2	2	0	561	1047	
person1	747	274	449	485	
person1	768	212	416	523	
person1	765	254	430	518	
person2	42	17	565	1017	
person1	802	371	381	356	
person1	827	296	403	544	
person1	822	306	412	525	
person2	0	0	686	1079	
person1	822	301	411	530	
person1	777	362	411	526	
person1	0	2	669	1077	
person2	830	307	396	523	
person1	4	11	654	1068	
person1	757	244	452	564	
person1	764	266	435	518	
person1	769	383	356	553	
person1	53	0	968	1079	
person1	5	0	937	1079	
person1	68	0	929	1079	
person2	1113	576	439	474	
person1	26	1	904	1065	
person2	1033	586	491	478	
person1	70	0	921	1079	
person1	63	0	949	1079	
person1	21	0	856	1079	
person1	16	0	802	1079	
person2	1030	709	308	311	
person1	19	0	802	1079	
person2	1044	708	280	277	
person1	30	0	805	1079	
person1	133	0	773	1079	
person1	205	0	679	1079	
person1	225	46	688	1028	
person1	222	116	702	925	
person1	207	135	696	936	
person1	203	177	643	892	
person1	172	201	640	878	
person1	142	225	606	848	
person1	85	273	609	797	
person1	83	272	593	791	
person2	1044	719	281	287	
person1	65	285	593	787	
person1	51	289	606	785	
person1	64	291	589	783	
person1	88	308	573	749	
person1	128	331	503	744	
person2	1053	711	264	297	
person1	131	345	504	726	
person2	1050	721	267	288	
person1	135	348	502	727	
person2	1051	716	267	295	
person1	137	355	502	718	
person2	1054	710	261	305	
person1	139	364	498	709	
person1	173	374	496	693	
person2	1047	719	260	287	
person1	144	370	488	704	
person1	141	369	493	704	
person2	1053	721	260	287	
person1	140	374	496	701	
person2	1056	717	259	299	
person1	142	374	494	699	
person1	143	374	492	700	
person1	142	377	494	700	
person1	175	388	495	681	
person1	178	381	487	690	
person1	186	380	479	690	
person1	200	388	467	684	
person2	1049	722	263	296	
person1	212	383	459	678	
person1	224	381	470	682	
person1	243	374	455	697	
person1	272	352	435	727	
person1	306	345	442	734	
person1	329	341	449	738	
person1	355	326	455	753	
person1	383	328	475	749	
person1	399	318	460	761	
person1	406	320	485	759	
person1	434	303	486	776	
person1	458	313	456	732	
person1	494	309	452	741	
person1	551	298	406	781	
person1	576	301	410	778	
person1	596	315	386	723	
person1	604	321	444	709	
person1	606	316	480	719	
person1	624	313	469	733	
person1	635	284	493	795	
person1	648	292	470	778	
person1	639	288	490	784	
person1	642	290	489	779	
person1	648	273	482	806	
person1	652	301	544	755	
person1	651	294	548	766	
person1	658	294	532	768	
person1	664	301	529	755	
person1	680	309	492	738	
person1	689	307	500	740	
person1	708	281	499	795	
person1	740	247	471	832	
person1	765	247	542	828	
person1	816	197	527	882	
person1	877	180	505	882	
person1	917	148	552	931	
person1	970	154	555	922	
person1	1001	109	583	944	
person1	1029	82	686	997	
person1	1057	93	763	976	
person1	1108	73	763	994	
person2	1067	713	245	332	
person1	1224	77	695	991	
person1	1256	60	663	1005	
person1	1281	60	638	1006	
person1	1308	78	554	969	
person1	1316	100	519	950	
person1	1305	116	541	925	
person1	1299	117	556	920	
person1	1309	109	567	939	
person1	1308	91	604	988	
person1	1360	90	559	970	
person1	1421	78	498	999	
person1	1460	75	459	987	
person1	1478	35	441	1044	
person1	1536	9	383	1070	
person1	1571	2	332	1077	
person1	1582	0	320	1079	
person1	1599	2	311	1077	
person1	1614	0	303	1079	
person1	1623	0	295	1079	
person1	1635	0	281	1079	
person1	1636	0	280	1079	
person1	1644	0	272	1079	
person1	1645	13	273	1066	
person1	1639	10	279	1069	
person1	1628	8	288	1071	
person1	1617	17	292	1062	
person1	1584	11	326	1068	
person1	1571	17	337	1062	
person1	1543	48	376	1024	
person1	1493	72	417	988	
person1	1460	88	459	960	
person1	1454	97	465	951	
person1	1440	115	479	916	
person1	1419	85	500	994	
person1	1402	104	517	975	
person1	1394	134	525	884	
person1	1362	123	557	907	
person1	1336	131	575	948	
person1	1312	119	590	960	
person1	1311	122	580	957	
person1	1313	129	568	950	
person1	1301	136	563	943	
person1	1292	149	555	930	
person1	1280	140	556	939	
person1	1278	141	557	938	
person1	1296	128	539	951	
person1	1305	122	544	914	
person1	1317	130	548	896	
person1	1371	77	548	997	
person1	1390	54	529	1003	
person1	1390	34	527	1018	
person1	1401	0	517	1079	
person1	1419	0	500	1070	
person1	1449	0	470	1079	
person1	1478	0	441	1079	
person1	1533	0	386	920	
person1	1578	0	341	1071	
person1	1631	0	277	901	
person1	1650	17	260	673	
person1	1094	755	179	190	
person1	1664	0	255	1072	
person1	1620	0	292	1072	
person2	1092	753	184	193	
person1	1550	0	369	1079	
person1	1511	0	408	1079	
person1	1452	3	467	1047	
person1	1416	24	503	1055	
person1	1408	27	511	1044	
person1	1387	37	532	1033	
person1	1366	55	553	996	
person1	1348	53	571	998	
person1	1331	46	588	1026	
person1	1309	54	592	994	
person1	1315	70	563	968	
person1	1312	70	552	984	
person1	1316	81	541	967	
person1	1308	89	529	948	
person1	1275	84	538	983	
person1	1172	81	651	998	
person1	1094	136	711	943	
person2	1020	718	266	320	
person1	1048	176	628	896	
person1	976	174	579	905	
person1	912	185	581	894	
person1	883	189	585	890	
person1	828	168	595	911	
person1	793	153	617	922	
person1	752	144	620	926	
person1	694	110	667	939	
person1	651	78	682	986	
person1	573	54	762	1015	
person1	543	31	764	1042	
person1	460	3	834	1076	
person1	371	0	939	1079	
person1	330	0	991	1072	
person1	288	0	1136	1075	
person1	279	0	1198	1079	
person1	363	0	1234	1079	
person1	467	0	1363	1079	
person1	664	0	1195	1079	
person1	778	0	1141	1079	
person1	850	0	1069	1079	
person1	925	0	994	1079	
person1	880	0	1026	1079	
person1	989	6	926	1073	
person1	1018	194	901	874	
person1	1018	372	871	684	
person1	992	356	915	723	
person1	979	380	769	693	
person1	1000	367	903	712	
person1	1019	391	880	670	
person2	1039	768	213	205	
person1	1025	376	878	703	
person2	1039	770	210	208	
person1	1009	372	900	699	
person1	1002	379	897	684	
person2	1037	768	216	203	
person1	970	375	949	668	
person1	986	367	933	685	
person2	1024	768	231	197	
person1	1000	367	919	693	
person1	1015	369	904	687	
person1	1021	374	893	674	
person1	1012	380	907	665	
person1	1010	372	909	673	
person1	1009	376	910	682	
person1	957	377	962	673	
person2	1028	767	223	198	
person1	991	378	921	674	
person2	1028	768	225	200	
person1	1007	366	897	702	
person2	1032	770	218	201	
person1	1016	343	894	736	
person2	1032	769	213	200	
person1	1003	367	911	711	
person2	1033	767	211	205	
person1	1001	395	885	674	
person2	1028	763	219	209	
person1	1024	403	858	656	
person2	1030	764	214	208	
person1	1003	390	887	685	
person2	1035	763	201	211	
person1	1042	403	863	658	
person2	1039	766	194	207	
person1	1024	395	892	662	
person2	1036	764	202	209	
person1	1003	402	906	658	
person2	1035	764	203	210	
person1	981	400	927	666	
person1	998	391	899	678	
person2	1040	766	192	205	
person1	1022	391	851	683	
person2	1041	767	187	209	
person1	1028	392	831	681	
person2	1036	766	189	209	
person1	1033	394	818	682	
person2	1034	768	191	209	
person1	1036	407	807	661	
person2	1030	767	193	209	
person1	956	412	868	647	
person2	1027	768	197	213	
person1	946	419	889	639	
person2	1028	767	197	211	
person1	1032	412	821	654	
person2	1032	767	192	208	
person1	958	418	868	641	
person2	1041	770	198	197	
person1	975	417	821	642	
person2	1039	770	203	196	
person1	915	375	942	704	
person2	1036	770	204	199	
person1	994	436	920	633	
person1	1027	393	848	681	
person2	1032	767	212	207	
person1	1027	393	891	686	
person2	1034	768	207	206	
person1	1020	393	899	686	
person2	1037	770	202	208	
person1	1017	394	902	685	
person2	1038	770	201	204	
person1	1029	410	830	669	
person2	1041	772	189	205	
person1	1002	418	873	661	
person1	989	428	892	651	
person1	991	424	770	651	
person1	991	423	758	656	
person1	991	423	763	656	
person1	993	438	766	641	
person1	970	447	809	632	
person1	954	447	824	632	
person1	956	448	821	631	
person1	946	449	844	630	
person1	948	451	838	628	
person1	972	447	794	632	
person1	987	438	780	640	
person1	989	430	780	648	
person1	998	425	886	654	
person1	991	421	892	658	
person1	1005	425	878	654	
person1	996	417	896	662	
person1	1013	409	897	670	
person2	1040	771	198	201	
person1	999	406	918	673	
person2	1030	769	220	199	
person1	1005	394	895	685	
person2	1031	771	212	196	
person1	998	382	898	697	
person2	1033	774	213	191	
person1	987	382	906	691	
person1	994	375	899	694	
person1	1019	369	881	702	
person1	1018	362	892	706	
person1	1015	364	904	699	
person1	1014	363	905	700	
person1	1015	362	904	702	
person1	1015	363	904	708	
person1	1014	362	905	707	
person1	1012	364	907	706	
person1	1012	369	902	699	
person1	1005	370	911	705	
person1	1018	364	901	714	
person1	1009	371	905	704	
person1	1006	372	895	699	
person1	1001	372	896	701	
person1	1005	372	894	700	
person1	1004	377	894	696	
person1	1000	377	892	696	
person1	1000	381	892	692	
person1	993	383	903	685	
person1	996	373	907	706	
person1	992	374	918	698	
person1	990	374	920	702	
person1	994	375	920	704	
person1	996	382	903	697	
person1	999	379	915	700	
person1	1011	384	901	695	
person1	1013	396	903	683	
person1	1014	395	902	684	
person1	1019	398	897	681	
person1	1003	404	916	675	
person1	996	407	923	672	
person1	997	399	922	680	
person1	994	405	925	674	
person2	1036	766	201	205	
person1	995	411	924	668	
person2	1032	768	206	206	
person1	983	413	936	665	
person2	1034	770	203	204	
person1	987	407	932	672	
person1	992	390	927	689	
person2	1037	772	201	198	
person1	1	780	710	298	
person1	0	529	821	550	
person1	1	553	919	526	
person1	1349	579	416	340	
person1	1273	506	417	349	
person1	929	519	441	315	
person1	745	318	397	303	
person1	591	321	385	285	
person1	751	586	444	493	
person1	1558	153	354	921	
person1	1285	286	634	769	
person1	1252	376	658	682	
person1	995	279	924	797	
person1	832	66	1087	1002	
person1	670	15	1191	1064	
person1	523	0	1318	1079	
person1	504	8	1312	1049	
person1	619	12	1254	1004	
person1	840	0	1079	746	
person1	967	1	950	721	
person1	990	5	929	711	
person1	517	9	1268	1018	
person1	526	9	1253	1003	
person1	462	9	1378	938	
person1	513	10	1305	929	
person1	530	11	1256	1005	
person1	275	49	1586	1030	
person1	181	667	408	412	
person1	0	757	288	322	
person1	0	762	286	314	
person1	0	762	273	313	
person1	0	723	250	356	
person1	44	388	1275	691	
person1	231	0	1258	1054	
person1	301	0	1347	856	
person1	323	0	1073	831	
person1	480	23	1172	997	
person1	590	39	1329	1040	
person1	530	164	1305	915	
person1	666	208	1206	863	
person1	787	278	1132	772	
person1	705	355	1165	723	
person1	997	236	922	814	
person1	1149	364	770	711	
person1	1151	305	680	752	
person1	1266	211	649	850	
person1	1373	142	546	937	
person1	1459	138	460	941	
person1	1602	33	308	1046	
person1	1634	29	278	1050	
person1	1695	0	218	1078	
person1	156	805	447	263	
person1	128	593	827	486	
person1	120	541	924	535	
person1	68	428	1007	651	
person1	150	385	1183	692	
person1	127	291	1249	765	
person1	0	134	1326	945	
person1	41	87	1420	948	
person1	15	27	1472	1012	
person1	39	22	1432	1007	
person1	18	19	1502	1034	
person1	13	7	1525	1041	
person1	18	0	1516	1057	
person1	0	38	1565	1018	
person1	11	45	1523	1006	
person1	9	110	1510	969	
person1	0	138	1537	941	
person1	36	152	1457	927	
person1	90	198	1370	870	
person1	124	228	1306	818	
person1	213	235	1298	824	
person1	182	245	1349	810	
person1	208	240	1287	806	
person1	204	244	1330	807	
person1	195	231	1351	826	
person1	195	243	1344	800	
person1	217	245	1303	803	
person1	171	180	1404	883	
person1	177	174	1539	878	
person1	179	31	1373	1013	
person1	328	17	1293	1031	
person1	318	0	1291	1079	
person1	296	0	1334	1079	
person1	542	0	1059	1077	
person1	678	0	971	1079	
person1	712	0	905	1079	
person1	686	0	909	1079	
person1	608	0	915	1075	
person1	677	0	917	1079	
person1	677	0	954	1079	
person1	552	0	1035	1075	
person1	743	0	860	1079	
person1	745	0	861	1079	
person1	847	0	808	1079	
person1	785	0	927	1079	
person1	202	16	1360	1042	
person1	191	10	1372	1051	
person1	175	5	1393	1061	
person1	140	0	1455	1073	
person1	146	0	1455	1066	
person1	133	1	1465	1065	
person1	152	1	1422	1064	
person1	139	0	1417	1063	
person1	125	1	1475	1064	
person1	142	0	1446	1064	
person1	129	0	1298	1079	
person1	52	382	944	697	
person1	6	377	838	702	
person1	0	435	565	644	
person1	15	458	433	621	
person1	10	463	451	616	
person1	17	426	398	653	
person1	716	25	943	1039	
person1	796	0	954	1079	
person1	1239	0	667	1079	
person1	1229	13	690	1055	
person1	1043	0	876	1079	
person1	975	0	944	1079	
person1	656	0	1209	1079	
person1	349	0	1219	1059	
person1	219	34	1241	987	
person1	99	6	1273	863	
person1	83	1	1173	900	
person1	1	0	1098	1069	
person1	0	0	735	1076	
person1	1184	0	735	1079	
person1	7	5	491	1069	
person2	1035	0	884	1079	
person1	0	21	451	1028	
person1	705	0	1159	1064	
person1	450	0	1451	1074	
person1	182	0	1345	1079	
person1	181	0	1350	1079	
person1	190	0	1327	1079	
person1	172	0	1344	1067	
person1	144	0	1377	1074	
person1	169	0	1353	1079	
person1	193	0	1293	1079	
person1	175	0	1325	1079	
person1	151	0	1381	1079	
person1	399	0	1321	1079	
person1	485	0	1322	1079	
person1	456	0	1359	1079	
person1	486	0	1312	1079	
person1	574	0	1319	1079	
person1	722	0	1131	1073	
person1	835	0	1078	1075	
person1	852	0	1048	1079	
person1	813	0	1092	1079	
person1	814	0	1093	1079	
person2	5	0	445	1079	
person1	697	0	1173	1063	
person2	14	0	451	1079	
person1	688	0	1175	1075	
person2	7	0	667	1063	
person1	486	0	1364	1079	
person1	199	0	1329	1079	
person1	0	0	1310	1079	
person1	86	0	1349	1057	
person1	0	0	1117	1060	
person1	0	10	756	1061	
person1	9	0	640	1079	
person1	10	0	525	1056	
person1	12	20	658	1032	
person1	21	0	698	1079	
